review,stars,date,neg,neu,pos,compound
, 4 ,2022/01,0.0,0.0,0.0,0.0
Great seats but no senior prices after 5pm on Saturday night. Guess all of us oldies should be locked up in bed with pills by then., 5 ,2022/01,0.095,0.818,0.087,-0.0644
Most comfortable cinema in Brisbane � …, 5 ,2022/01,0.0,0.527,0.473,0.5563
, 3 ,2022/01,0.0,0.0,0.0,0.0
, 4 ,2022/01,0.0,0.0,0.0,0.0
, 5 ,2022/01,0.0,0.0,0.0,0.0
, 4 ,2022/01,0.0,0.0,0.0,0.0
, 5 ,2022/01,0.0,0.0,0.0,0.0
, 4 ,2022/01,0.0,0.0,0.0,0.0
Parking is convenient and service is quick.  Plenty of sitting area but mostly takeaway now in covid days., 5 ,2022/01,0.0,1.0,0.0,0.0
Comfortable seats, 5 ,2022/01,0.0,0.233,0.767,0.5106
, 5 ,2022/01,0.0,0.0,0.0,0.0
, 5 ,2022/01,0.0,0.0,0.0,0.0
Amazing cinema! The best of the 'recliner chairs' cinemas. The hoyts Xtreme screen is the best. Amazing sound and picture quality and the whole cinema seats max of 30-35 people so never crowded. One day soon....post Covid19 hope to see a new movie here again. Like the good ol' days, 5 ,2022/01,0.0,0.631,0.369,0.9766
Very comfortable recliners. Enjoyable experience., 5 ,2022/01,0.0,0.307,0.693,0.7755
Great atmosphere clean and tidy helpful staff, 5 ,2022/01,0.0,0.294,0.706,0.8625
, 5 ,2022/01,0.0,0.0,0.0,0.0
Best value for money in terms of movie watching experience. Concessions require a home loan as they do at any cinema., 5 ,2022/01,0.0,0.732,0.268,0.765
Awesome, 5 ,2022/01,0.0,0.0,1.0,0.6249
Clean and comfortable, 5 ,2022/01,0.0,0.143,0.857,0.7184
, 5 ,2022/01,0.0,0.0,0.0,0.0
One of the best place for entertaining, 5 ,2022/01,0.0,0.413,0.587,0.7964
, 5 ,2022/01,0.0,0.0,0.0,0.0
Hosts is best, 5 ,2021/01,0.0,0.323,0.677,0.6369
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
, 2 ,2021/01,0.0,0.0,0.0,0.0
Didn't have to wait about only 10 other people watching the same movie, 5 ,2021/01,0.0,1.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
Great, 5 ,2021/01,0.0,0.0,1.0,0.6249
My favourite  cinema, 5 ,2021/01,0.0,1.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
"Good cinema, great prices.", 4 ,2021/01,0.0,0.222,0.778,0.7906
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
"Bit pricey, I like the chairs though, nice atmosphere", 4 ,2021/01,0.0,0.531,0.469,0.6486
Reclining chairs and amazing snacks to watch movies. Bit overpriced but for a good reasons., 5 ,2021/01,0.0,0.658,0.342,0.7391
Comfortable chairs, 4 ,2021/01,0.0,0.233,0.767,0.5106
Best date night venue!, 5 ,2021/01,0.0,0.4,0.6,0.6696
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
Was good, 5 ,2021/01,0.0,0.256,0.744,0.4404
Fantastic staff and a enjoyable experience, 5 ,2021/01,0.0,0.316,0.684,0.7579
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
"Love this place. Reclining seats, good food, friendly staff.", 5 ,2021/01,0.0,0.368,0.632,0.8834
, 5 ,2021/01,0.0,0.0,0.0,0.0
"It's Cinema... Over priced snacks and a movie what else are you expecting. The seats were comfy, and the ac worked great.", 4 ,2021/01,0.0,0.83,0.17,0.6249
, 2 ,2021/01,0.0,0.0,0.0,0.0
Like all cinema's food & drink is extortionately expensive. Cinema's were clean & staff friendly though so as good as can be expected., 4 ,2021/01,0.0,0.595,0.405,0.8905
, 3 ,2021/01,0.0,0.0,0.0,0.0
, 3 ,2021/01,0.0,0.0,0.0,0.0
Great experience every time., 5 ,2021/01,0.0,0.423,0.577,0.6249
Very clean, 5 ,2021/01,0.0,0.25,0.75,0.4576
"Love the movies, especially with the kids.
Thank you Hoyts", 5 ,2021/01,0.0,0.544,0.456,0.7717
, 4 ,2021/01,0.0,0.0,0.0,0.0
"Recliner seats in every cinema were a game changer, I always chose Hoyts over going to Garden City.", 4 ,2021/01,0.0,1.0,0.0,0.0
"Nice cinema in a very convenient location.

Should be my favorite cinema in BNE. …", 5 ,2021/01,0.0,0.655,0.345,0.7003
, 5 ,2021/01,0.0,0.0,0.0,0.0
I love going to the Hoyts cinema at Sunnybank it's always so comfortable and very enjoyable food gets delivered to your seat   and the pricing is always good. Much cheaper than other cinemas.  I recommend Hoyts cinema at Sunnybank, 5 ,2021/01,0.0,0.653,0.347,0.9519
"Whilst Hoyts Sunnybank is hubby and my favourite go to cinema, it is not going to be much longer if they insist on movie goers paying $30 each to watch the movie 'On a high note. With this price you got a surprise facial package which was …", 2 ,2021/01,0.0,0.954,0.046,0.2732
, 4 ,2021/01,0.0,0.0,0.0,0.0
I see all my movies here if possible. The cinemas are awesome but the Sunnybank location often offers very mainstream movies. They don't offer the more lower budget Oscar worthy movies and I need to go to other cinemas for those., 5 ,2021/01,0.071,0.789,0.14,0.4872
"Best kept secret in Brisbane
Easy parking
Super comfy seats
Gold class in every cinema!", 5 ,2021/01,0.0,0.515,0.485,0.906
Cinemas are clean and they have the most comfortable seats. A little unclear that prepurchased tickets have to be picked up at the box office (not the ticket machines), 4 ,2021/01,0.052,0.758,0.191,0.6794
Sound was very bad! It was hard to understand cause it was SO loud, 2 ,2021/01,0.314,0.686,0.0,-0.6689
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 1 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
Clean and comfy, 4 ,2021/01,0.0,0.426,0.574,0.4019
Covid prevention measures in place. Cinema is clean. Just don't go into the mall. No social distancing at all., 5 ,2021/01,0.1,0.776,0.123,0.128
, 5 ,2021/01,0.0,0.0,0.0,0.0
"Watched star wars so it's always going to be well rated there.

Was quite cold in the cinema. Popcorn tasted good but wasnt hot enough at …", 3 ,2021/01,0.08,0.799,0.122,0.0516
Cool movie, 4 ,2021/01,0.0,0.303,0.697,0.3182
Clean. Good screen and sound. 4 stars because my recliner didn't work. Moved over one seat no problems., 4 ,2021/01,0.209,0.553,0.238,0.1779
Everything was awesome, 5 ,2021/01,0.0,0.328,0.672,0.6249
, 4 ,2021/01,0.0,0.0,0.0,0.0
Most comfy cinema!  Much pricier but you get in those comfortable bed like chairs your monetary value.  Ben n Jerrys/ Domino's right inside it's a win for us, 4 ,2021/01,0.0,0.575,0.425,0.9538
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
In the shopping center where all the restaurants is located, 5 ,2021/01,0.0,1.0,0.0,0.0
Took our 2yo grandson to see Sonic the hedgehog. Love the recliners and special $10 movie tickets., 5 ,2021/01,0.0,0.685,0.315,0.7845
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
Nice and clean, 5 ,2021/01,0.0,0.154,0.846,0.6705
Best value if you like going to see a movie.  Chairs recline tickets are at a reasonable cost .always clean .staff are friendly don't know what else you want to go see a movie.  All the food and drinks you want . Always go there and always will keep going there . Good place to catch a movie ., 5 ,2021/01,0.0,0.682,0.318,0.9552
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
Awesome. Nice people, 5 ,2021/01,0.0,0.127,0.873,0.7845
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
👍� …, 5 ,2021/01,0.0,1.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
Recliner chair is amazing and cheaper than other cinema, 5 ,2021/01,0.0,0.678,0.322,0.5859
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
(Translated by Google) The experience of watching a movie while lying down is great. The seat is super comfortable …, 5 ,2021/01,0.118,0.488,0.394,0.836
Good recliner chairs although worn out. Expensive popcorns. Great addition from Ben&Jerry ice-cream. Good spot to spend time for a decent movie, 4 ,2021/01,0.076,0.584,0.34,0.8271
Recliner seat are very comfortable compared to regular seats., 4 ,2021/01,0.0,0.69,0.31,0.5563
"Comfortable recliner chairs in ordinary cimemas and theg have Ben and Jerrys Icecream, yay !", 5 ,2021/01,0.0,0.632,0.368,0.7901
"Our fav cinema in Brisbane, love to get a bubble tea and head on into the cinema.", 5 ,2021/01,0.0,0.66,0.34,0.802
"Having an autistic son who doesn't do well with people. This place is fantastic, so roomy, we can enjoy our movie without feeling like sardines in a can.", 5 ,2021/01,0.155,0.645,0.199,0.5432
"Always a great experience, being able to book your seat is the best part.", 5 ,2021/01,0.0,0.57,0.43,0.8519
"Sadly, there are no student prices but then again it is reasonable considering the hospitality. Would reccomend for a date.", 4 ,2021/01,0.171,0.829,0.0,-0.3612
"Good value, nice seats", 5 ,2021/01,0.0,0.11,0.89,0.7964
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
"Very comfortable, yet reasonably affordable theatre. Wide range of viewing options such as 3d. The reclining chairs is definetly a major plus being comfortable through the whole movie. Would definitely recommend.", 4 ,2021/01,0.0,0.677,0.323,0.9079
"Very poor experience for me, the seat was not clean and sticky", 1 ,2021/01,0.361,0.639,0.0,-0.6859
"Love the reclining seats, so much leg room and perfect to watch a movie in, well done to whomever decided to install those seats.", 5 ,2021/01,0.0,0.667,0.333,0.875
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
"My favourite cinema! Comfortable seats, reasonable prices. Only downside is the food you can order for during the movie isn't the best. Other than that definitely recommend!", 4 ,2021/01,0.147,0.604,0.249,0.5742
"Expensive over priced, but we used the member login details saved $75
lucky for us we had membership and used Zippay to buy some gift cards to get in, we were stoked to get in with 5 kids and 2 adults for $113 including popcorn and drinks", 5 ,2021/01,0.0,0.789,0.211,0.9052
, 5 ,2021/01,0.0,0.0,0.0,0.0
Awesome recliners big screens, 5 ,2021/01,0.0,0.423,0.577,0.6249
Comfy cinema, 5 ,2021/01,0.0,1.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
Nice theatre with comfortable seating, 5 ,2021/01,0.0,0.33,0.67,0.7269
Much better facilities now that the seating has been upgraded I really like the ice cream options and the sound is great to good experience all around, 2 ,2021/01,0.0,0.634,0.366,0.9134
Awesome place to watch movie, 5 ,2021/01,0.0,0.494,0.506,0.6249
, 4 ,2021/01,0.0,0.0,0.0,0.0
"First time at this cinema, was surprised by how comfortable the seats were. Food was a little expensive.", 4 ,2021/01,0.0,0.743,0.257,0.6369
, 5 ,2021/01,0.0,0.0,0.0,0.0
Best value cinemas around. All cinemas have reclining chairs 👌 …, 5 ,2021/01,0.0,0.515,0.485,0.765
Bloody awesome  arvo, 5 ,2021/01,0.362,0.125,0.512,0.296
"Great to watch movies in comfort, however parents need to control their children as there were 3 or 4 running around carrying on while movie was on and it was very annoying", 4 ,2021/01,0.082,0.738,0.18,0.5584
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
"decent prices, alright seating, not as good as some other cinemas, one issue though is it was hot! My friend and I nearly ended up leaving star wars because we were both sweating in our seats, not sure if the air con was broken or they just …", 3 ,2021/01,0.201,0.707,0.092,-0.7319
, 1 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
Chairs are great but very expensive+, 4 ,2021/01,0.0,0.662,0.338,0.3716
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
It was very, 5 ,2021/01,0.0,1.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
Love the spaciousness of your own recliner. Bathrooms always clean., 5 ,2021/01,0.0,0.537,0.463,0.7845
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
"A bit more expensive than some other cinemas, but far better seating, great screens. What more do you need?", 5 ,2021/01,0.0,0.627,0.373,0.8885
You should train your staff about the No Outside Food And Drinks as people come with full Cole's bags and it's really affecting the movie experience  ! Im pretty sure your food and drinks sales will go up., 1 ,2021/01,0.052,0.81,0.138,0.5562
9.20am 15/01/2020 Staff answer the phone-immediately put you on hold then don't bother to get back to you. I've called back 3 times this morning!, 1 ,2021/01,0.0,0.908,0.092,0.3244
Great seats., 5 ,2021/01,0.0,0.196,0.804,0.6249
Loved the cinema. Not normally in the area but would reccommend., 5 ,2021/01,0.0,0.803,0.197,0.3506
"We like going to Hoyts Sunnybank, love the recliners and the delivered food", 5 ,2021/01,0.0,0.621,0.379,0.7717
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
Only cost slightly more than other cinema yet the recliner chair is so worth it., 5 ,2021/01,0.0,0.849,0.151,0.3593
Very expensive and not much if a selection at the concession stand. Nice seats though., 3 ,2021/01,0.0,0.823,0.177,0.4215
, 4 ,2021/01,0.0,0.0,0.0,0.0
, 3 ,2021/01,0.0,0.0,0.0,0.0
, 5 ,2021/01,0.0,0.0,0.0,0.0
"Good sound even in non-xtreme cinema. Awesome, just awesome reclining chairs! Definitely recommend!", 5 ,2021/01,0.0,0.321,0.679,0.9508
, 5 ,2021/01,0.0,0.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
, 4 ,2021/01,0.0,0.0,0.0,0.0
We when't to see cat on the 26th Dec it was great, 4 ,2021/01,0.0,0.728,0.272,0.6249
Relaxing and comfortable chair., 4 ,2021/01,0.0,0.235,0.765,0.7579
Great place. Very spacious seats. No waiting if you order online. Well organised. Crowd is always behaved in my experience, 4 ,2020/01,0.096,0.662,0.242,0.577
, 5 ,2020/01,0.0,0.0,0.0,0.0
"I visited second times today,  I love seat so comfortable.", 5 ,2020/01,0.0,0.435,0.565,0.8313
"Good pricing
Comfortable seats", 5 ,2020/01,0.0,0.244,0.756,0.7351
Comfortable and spacious with recliner chair, 5 ,2020/01,0.0,0.602,0.398,0.5106
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Very comfy seats, 4 ,2020/01,0.0,1.0,0.0,0.0
It's very nice there since you can buy all the supplies you need like drinks and popcorn and we also have access to the recliner chair which are great but everything there is a bit to expensive. Very nice though.., 4 ,2020/01,0.0,0.769,0.231,0.8586
"Movie stops about 10 time
Not happy", 1 ,2020/01,0.479,0.521,0.0,-0.5571
"Lay back chairs, beer and hot chips!! Best way to watch a movie!", 5 ,2020/01,0.0,0.684,0.316,0.7249
Value for money, 5 ,2020/01,0.0,0.455,0.545,0.34
, 5 ,2020/01,0.0,0.0,0.0,0.0
Nice and comfy chairs, 5 ,2020/01,0.0,0.517,0.483,0.4215
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
One of the best cinema in brisbane., 4 ,2020/01,0.0,0.588,0.412,0.6369
, 5 ,2020/01,0.0,0.0,0.0,0.0
Let it go anna, 5 ,2020/01,0.0,1.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
It was AMAZING!!!!!, 5 ,2020/01,0.0,1.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 2 ,2020/01,0.0,0.0,0.0,0.0
Great friendly service grat time, 5 ,2020/01,0.0,0.291,0.709,0.8074
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
"(Translated by Google) Oriental restaurants and Asian department stores. . I don't think it is a foreigner's area here. . . It is convenient to eat, drink and shop. . . …", 4 ,2020/01,0.0,1.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
"Luxury cinema with recline chair in every room, so nice", 5 ,2020/01,0.0,0.713,0.287,0.5598
too expensive and vfery asian, 1 ,2020/01,0.0,1.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
What a good place, 4 ,2020/01,0.0,0.408,0.592,0.4404
HOYTS Sunnybank was surprisingly good!  Tucked away at the back of the food court it looks unassuming compared to the grand entrances of other cinema complexes.  A range of hollywood and world movies was on offer and the tickets were …, 4 ,2020/01,0.0,0.811,0.189,0.8122
, 4 ,2020/01,0.0,0.0,0.0,0.0
This place is clean and comfortable.  Much better than the dank and damp Browns Plains cinema., 5 ,2020/01,0.0,0.594,0.406,0.836
Great new seating, 5 ,2020/01,0.0,0.328,0.672,0.6249
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 1 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
All reclining seats. My kids love them. And it’s sooooo good to have a rest lying down just watching movie right next to my kids who don’t have to look for me at least 2 hours (just give them popcorns and water before movie start). It was fun., 5 ,2020/01,0.061,0.753,0.186,0.7906
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
"Very comfortable seats, clean cinemas", 4 ,2020/01,0.0,0.314,0.686,0.762
, 4 ,2020/01,0.0,0.0,0.0,0.0
"Clean, love the seats.", 5 ,2020/01,0.0,0.225,0.775,0.7845
Very friendly staff, 5 ,2020/01,0.0,0.364,0.636,0.5413
The best cinema seats, 5 ,2020/01,0.0,0.417,0.583,0.6369
Happy place, 5 ,2020/01,0.0,0.213,0.787,0.5719
"Great recliner seats very comfy, don't think the volumn needs to be quite as loud as it is actually started to hurt my ears in places", 4 ,2020/01,0.108,0.762,0.13,0.1779
, 3 ,2020/01,0.0,0.0,0.0,0.0
Good, 4 ,2020/01,0.0,0.0,1.0,0.4404
Only place to watch it on the big screen and a awsome food court with all your favourites, 4 ,2020/01,0.0,1.0,0.0,0.0
Very good but really cold., 5 ,2020/01,0.0,0.656,0.344,0.2724
Great place for movies and lunch, 4 ,2020/01,0.0,0.549,0.451,0.6249
The perfect cinema calls hoyts, 5 ,2020/01,0.0,0.519,0.481,0.5719
, 4 ,2020/01,0.0,0.0,0.0,0.0
Great service and clean cinema!, 5 ,2020/01,0.0,0.297,0.703,0.7959
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
They are really comfortable seats reasonable priced I guess compared to most. They will bring food out to you and drinks Through Her movie. As per most movie cinemas the food and drinks are overpriced but that's what you come to expect from movies, 4 ,2020/01,0.0,0.948,0.052,0.3174
Comfortable  seating and large screen view, 5 ,2020/01,0.0,0.602,0.398,0.5106
Comfortable chairs and roomy seating., 5 ,2020/01,0.0,0.548,0.452,0.5106
"Very comfy seatings, pricing is quite expensive tho.", 4 ,2020/01,0.0,1.0,0.0,0.0
Good seat comfortably and open captioned, 5 ,2020/01,0.0,0.412,0.588,0.6908
Great experience always, 5 ,2020/01,0.0,0.328,0.672,0.6249
Loved the reclining seat. Screen was clear with the exception of one mark. Price of drinks & food is a bit overpriced., 4 ,2020/01,0.0,0.735,0.265,0.7579
Didn't know you can now order alcohol for the movies not a bad idea, 4 ,2020/01,0.0,0.808,0.192,0.431
, 5 ,2020/01,0.0,0.0,0.0,0.0
Reclining chairs are the winner for me. They're in all the cinemas., 5 ,2020/01,0.0,0.743,0.257,0.5859
, 5 ,2020/01,0.0,0.0,0.0,0.0
Expensive tickets but fantastic seats!, 4 ,2020/01,0.0,0.435,0.565,0.7345
, 5 ,2020/01,0.0,0.0,0.0,0.0
"Very convenient cinema, inside the Sunnybank Plaza", 3 ,2020/01,0.0,1.0,0.0,0.0
"Reclining seats, is almost like gold class, plus they're licenced if you do want a drink", 5 ,2020/01,0.0,0.788,0.212,0.3626
, 4 ,2020/01,0.0,0.0,0.0,0.0
Awesome seats, 5 ,2020/01,0.0,0.196,0.804,0.6249
"Great place to visit with family.
Enjoy movies & food.
Everyone should try.", 5 ,2020/01,0.0,0.578,0.422,0.8074
Seats are very comfortable and clean making the experience very enjoyable. Sound systems are superb and everything runs the way you'd expect a cinema to run. …, 4 ,2020/01,0.0,0.603,0.397,0.9306
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Love the recliner seats, 5 ,2020/01,0.0,0.417,0.583,0.6369
, 5 ,2020/01,0.0,0.0,0.0,0.0
Love the recliner, 5 ,2020/01,0.0,0.323,0.677,0.6369
, 5 ,2020/01,0.0,0.0,0.0,0.0
Xtreme screen is the only way to go. Recliners are amazing, 5 ,2020/01,0.0,0.725,0.275,0.5859
, 5 ,2020/01,0.0,0.0,0.0,0.0
the seats are really nice, 5 ,2020/01,0.0,0.564,0.436,0.4754
Haven't been in awhile. Comfortable seats . Pity the movie was as good as the actual cinema., 5 ,2020/01,0.103,0.607,0.29,0.6124
"Comfortable seats to watch a movie, although no student discounts.", 5 ,2020/01,0.176,0.56,0.264,0.2732
Bit pricey but nice, 5 ,2020/01,0.0,0.448,0.552,0.5719
, 4 ,2020/01,0.0,0.0,0.0,0.0
Steep pricing but very comfortable seats.. don't sit too far back or you can't see the screen as well when you recline., 4 ,2020/01,0.0,0.726,0.274,0.8196
, 5 ,2020/01,0.0,0.0,0.0,0.0
Good cinema, 5 ,2020/01,0.0,0.256,0.744,0.4404
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
Excellent recliner seating, 4 ,2020/01,0.0,0.351,0.649,0.5719
"Clean, comfortable seats. Very good service, excellent location with lots of restaurants nearby.", 5 ,2020/01,0.0,0.406,0.594,0.921
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Never crowded and best comfort reclined seats, 5 ,2020/01,0.31,0.46,0.23,-0.2187
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Cenima nice and clean., 4 ,2020/01,0.0,0.267,0.733,0.6705
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Friendly staff relaxing atmosphere, 4 ,2020/01,0.0,0.238,0.762,0.7506
Excellent, 5 ,2020/01,0.0,0.0,1.0,0.5719
"Very comfortable seats, would be good if they have more sessions on their movies of the week.", 5 ,2020/01,0.0,0.698,0.302,0.7574
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Great cinema, 5 ,2020/01,0.0,0.196,0.804,0.6249
Really expensive compared to most other cinemas., 2 ,2020/01,0.0,1.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
"Love this seat !
So comfortable.", 5 ,2020/01,0.0,0.271,0.729,0.8436
Relaxing. Close to everything. Staff respectful., 4 ,2020/01,0.0,0.392,0.608,0.7351
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
Nice recliners chairs, 5 ,2020/01,0.0,0.417,0.583,0.4215
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Comfy reclaining seats in a smaller cinema with reasonably priced tickets.  Im sold! :), 5 ,2020/01,0.0,0.785,0.215,0.5093
, 5 ,2020/01,0.0,0.0,0.0,0.0
Enjoy, 5 ,2020/01,0.0,0.0,1.0,0.4939
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
"(Translated by Google) my favorite movie theater

(Original)
我最喜欢的电影院", 5 ,2020/01,0.0,0.727,0.273,0.4588
Comfortable seats that recline back 👍 …, 5 ,2020/01,0.0,0.548,0.452,0.5106
Needs improvement, 3 ,2020/01,0.0,0.25,0.75,0.4588
"Good quality cinema, awesome recliners... just a little bit on the pricey side.", 4 ,2020/01,0.0,0.588,0.412,0.7906
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 2 ,2020/01,0.0,0.0,0.0,0.0
Very comfortable and good prices, 5 ,2020/01,0.0,0.307,0.693,0.7755
, 5 ,2020/01,0.0,0.0,0.0,0.0
Prices are very reasonable comparing with Event cinemas. But not cheaper than Cineplex Australia. The most important thing you need to know is their new renovated seats. You will be feeling like you are watching in a Gold Class cinema. Highly recommended to try Hoyts Sunnybank � …, 5 ,2020/01,0.0,0.8,0.2,0.8511
"(Translated by Google) good

(Original)
不错", 4 ,2020/01,0.0,0.633,0.367,0.4404
"Good cinema, clean, would love it more if they gave a better deal on the price", 3 ,2020/01,0.0,0.464,0.536,0.9136
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Poor customer service . My loyalty card keeps having issues and not adding the point to the card. And i have spoken to 2 apparent managers and noone has done anything about it. Honestly what a joke. They say they emailed head office and nothing has ever happened ... horrible, 1 ,2020/01,0.117,0.728,0.155,0.2732
"Gr8, lady at counter v helpful", 5 ,2020/01,0.0,0.316,0.684,0.7579
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
